# input	kind	canonical	formatted
#
# The clock is 2026-01-15T12:00:00Z — a Thursday — and the engine zone is UTC,
# the same pinning `corpus/en.tsv` records. `canonical` is epoch nanoseconds for
# a datetime and canonical seconds for a duration. `formatted` follows
# "YYYY-MM-DD HH:MM <zone symbol>", with midnight whenever the input named no
# time of day — and it is never translated, because the kind's format hook
# builds it from Temporal fields rather than from ICU.

# datetime — recognition. An ISO date is the one date syntax every locale
# shares; a bare clock time takes its date from the pinned clock.
2026-03-01	datetime	1772323200000000000	2026-03-01 00:00 UTC
9:30	datetime	1768469400000000000	2026-01-15 09:30 UTC

# The date reader is chrono-node in its English configuration, whichever locale
# formats the answer, so "aujourd'hui", "demain" and "1 mars 2026" all throw
# while their English spellings read under a French engine. A known gap,
# recorded here rather than worked around: `chrono-bridge.ts` says as much where
# it spells `to|as|in` in English.
next friday	datetime	1769126400000000000	2026-01-23 00:00 UTC
1 March 2026	datetime	1772323200000000000	2026-03-01 00:00 UTC

# datetime + duration, with the duration spelled in French.
2026-03-01 + 3 jours	datetime	1772582400000000000	2026-03-04 00:00 UTC
2026-03-01 - 1 semaine	datetime	1771718400000000000	2026-02-22 00:00 UTC
9:30 + 90 minutes	datetime	1768474800000000000	2026-01-15 11:00 UTC
# February is 28 days long in 2026; the addition is calendar arithmetic, not
# 86400 seconds.
2026-02-28 + 1 d	datetime	1772323200000000000	2026-03-01 00:00 UTC
# A vigesimal cardinal on the right of the operator: ninety is "four twenties
# and ten", four word tokens folded into one number.
2026-03-01 + quatre-vingt-dix jours	datetime	1780099200000000000	2026-05-30 00:00 UTC

# datetime - datetime is a duration, and the duration is what carries French.
2026-01-17 - 2026-01-15	duration	172800	2 jours
# `durationValue` reports the largest unit it fills, so 45 days is weeks, and
# the remainder is where the decimal comma shows.
2026-03-01 - 2026-01-15	duration	3888000	6,4286 semaines
# The group separator printed is U+202F, a narrow no-break space, and not the
# ordinary space it looks like.
1000 jours	duration	86400000	1 000 jours
# `one` swallows every fraction below two, so a fraction takes the **singular**
# here — the direct contradiction of Spanish and Italian, which pluralise it.
1,5 heures	duration	5400	1,5 heure
2 semaines fois 3	duration	3628800	6 semaines
6 heures divisé par 2	duration	10800	3 heures
-5 minutes	duration	-300	-5 minutes

# Zone conversion. "en" keeps the instant and relabels the wall clock; "vers"
# is the other word core maps onto the same keyword.
15:00 en tokyo	datetime	1768489200000000000	2026-01-16 00:00 JST
15:00 vers tokyo	datetime	1768489200000000000	2026-01-16 00:00 JST
15:00 en japon	datetime	1768489200000000000	2026-01-16 00:00 JST
# July, so London is on BST and the same zone that reads +00:00 in January
# reads +01:00 here. Only a date-aware kind can tell the two apart.
2026-07-01 en londres	datetime	1782864000000000000	2026-07-01 01:00 London
# The half-hour offset, and a country whose French name is one token where its
# English name is two.
15:00 en calcutta	datetime	1768489200000000000	2026-01-15 20:30 IST
15:00 en zélande	datetime	1768489200000000000	2026-01-16 04:00 NZ

# Nothing below is a date. These rows are the accept-gate's regression guard
# (plan ruling R4): if a chrono upgrade starts claiming them, they fail loudly.
10 km + 5 km	length	15000	15 kilomètres
20 C	temperature	20	20 °C
5 minutes	duration	300	5 minutes

